,id,user_name,mentions,hashtags,geo,Time,Text
0,1063582122353598470,helmut_herberth,,#peoplesvote #StopBrexit,,2018-11-16 23:58:33+00:00,Straight from Bannon/Trump playbook via Farage. Oh I long for the day he’s in jail. #peoplesvote #StopBrexit
1,1063581783286079493,JoCorfield,@mikegalsworthy @Scientists4EU,#StopBrexit #NHSvBrexit,,2018-11-16 23:57:12+00:00,"Spotted you, too, @mikegalsworthy! Brilliant. Both of you. Love the giggle half-hidden by the #StopBrexit placard. #NHSvBrexit @Scientists4EU. The PV tsunami is gathering speed. Hooray!"
2,1063581741632405506,Le_Saboteur_,,#StopBrexit #Brexit #FakeNews,,2018-11-16 23:57:02+00:00,Forget the people that are saying we can't #StopBrexit that fact is the EU would lets us stop this act of national self harm called #Brexit. What they are saying is just #FakeNews https://www.independent.co.uk/news/uk/politics/brexit-latest-second-referendum-cancel-eu-president-donald-tusk-theresa-may-a8635676.html
3,1063580783305269248,Sam_BTT,,#StopBrexit #StopBrexitSaveBritain #PeoplesVote,,2018-11-16 23:53:13+00:00,Sign & share... #StopBrexit #StopBrexitSaveBritain #PeoplesVote Petition: STOP BREXIT https://petition.parliament.uk/petitions/226509
4,1063580712140488710,jamescummings,,#StopBrexit #PeoplesVote,,2018-11-16 23:52:56+00:00,"Really ... the Queen was *pleased* was she? Not going ""who the f is this? Why do you keep losing your Brexit secretaries?""?!? #StopBrexit #PeoplesVote"
5,1063580686240673792,StopBrexitMarch,,#StopBrexit,,2018-11-16 23:52:50+00:00,"Keep up the good work, Shouty Man, love it See you Monday. #StopBrexit"
6,1063580086681653248,bitgit,,#stopBrexit,,2018-11-16 23:50:27+00:00,"I hope you're right, perhaps it just needs clarifying as an option around westminster then put me down for ""damn the option to spin the bottle again, let's just stop this game before anyone else gets hurt"" #stopBrexit "
7,1063579856934526977,ActivistIndoor,,#StopBrexit,,2018-11-16 23:49:32+00:00,I may have mentioned this before but you can push the lie that it is May’s Brexit that is bad for Britain. Any Brexit is bad for Britain. If it’s no too much trouble would you mind being an oppositon before we all stop bothering with you and ignore you altogether? #StopBrexit
8,1063579821333200896,Angel2EU,,#Remain #StopBrexit #Corbyn,,2018-11-16 23:49:24+00:00,Thw swing was because of #Remain votes aiming to #StopBrexit #Corbyn betrayed us It is not going to happen again.
9,1063579648100089857,anoncitizenhere,,#May #EURef #PeoplesVote #StopBrexit,,2018-11-16 23:48:43+00:00,"This is why we want to vote on whatever ""deal"" that #May cobbles together, it's NOT a ""second vote"" on the #EURef, it'll be the 1st on THIS 'deal'. #PeoplesVote #StopBrexit"
10,1063578734098358272,Angel2EU,,#EU #StopBrexit,,2018-11-16 23:45:05+00:00,The deal we already have as part of the #EU is the best of all. #StopBrexit is better than Chequers and No Deal.
11,1063578218437971968,AndrewKnight226,,#StopBrexit,,2018-11-16 23:43:02+00:00,No you're right the party after we #StopBrexit should be epic. I'll be bringing beer and fireworks 
12,1063578111143550977,D0NN1EDARK0,@BBCNews @bbcpress @afneil @carolecadwalla,#sexist #stopbrexit #peoplesvote,,2018-11-16 23:42:36+00:00,Journalist criticised for 'sexist' Ocasio-Cortez tweet. Well this is awkward @bbcnews ⁦@bbcpress⁩ have you had a senior journalist delete a recent #sexist tweet? ⁦@afneil⁩ ⁦@carolecadwalla⁩ #stopbrexit #peoplesvote http://www.bbc.co.uk/news/blogs-trending-46233260
13,1063577533306847232,DafyddGwenno,@GwennoDafydd,#PeoplesVote #StopBrexit #StopBrexitSaveBritain,,2018-11-16 23:40:18+00:00,@GwennoDafydd It's pretty clear cut by now. #PeoplesVote #StopBrexit #StopBrexitSaveBritain
14,1063577265462804481,fish_in_a_hat,,#stopbrexit #FinalSay,,2018-11-16 23:39:15+00:00,Fabulous! L:ove it! #stopbrexit #FinalSay
15,1063577104422457344,PaulHolman100,,#PeoplesVoteNow #stopbrexit,,2018-11-16 23:38:36+00:00,"Totally agree with that. It's absolutely why a second referendum is now needed. Terrible deal that no one wants, disastrous no deal brexit or remain. #PeoplesVoteNow #stopbrexit"
16,1063575248572825600,HadwinDave,,#PeoplesVote #Stopbrexit,,2018-11-16 23:31:14+00:00,Is it true that two of your MPs are going to vote in favour of May's deal? #PeoplesVote #Stopbrexit
17,1063575151487406080,BazDriscoll,@RoryStewartUK,#BrexitChaos #StopBrexit #Newsnight #HittingHeadAgainstWall,,2018-11-16 23:30:51+00:00,"If you take the letters of the name ‘Rory Stewart’, subtract some of them, add a few more and rearrange, you get the word ‘Fabrication’. Where the f!*k does he get only 10% want to remain now? #BrexitChaos #StopBrexit #Newsnight #HittingHeadAgainstWall @RoryStewartUK"
18,1063574470563110913,margarance,,#Brexit #StopBrexit #PeoplesVote,,2018-11-16 23:28:08+00:00,"You bet your devious, dishonest, fraudulent, unpopular #Brexit we are. You didn’t respect the democratic process, so there’s no democratic result to respect. #StopBrexit with or (preferably) without a #PeoplesVote"
19,1063573332879126529,LoubinWally,,#ByeByeBritain #stopbrexit #peoplesvote,,2018-11-16 23:23:37+00:00,"Sheila from Sheffield... ranting.. Today on R2.. ""My grandson and his family can't get a council house because of Polish people""... I am so sad for this country that I used to call my own.. but what makes me is.. THE LIES ... #ByeByeBritain #stopbrexit #peoplesvote"
20,1063573285164728320,Wembley1988,,#StopBrexit,,2018-11-16 23:23:26+00:00,at the expense of the UK’s future... her delusion must be strong #StopBrexit
21,1063573184505671681,greenbellyjake,@GaryGibbonBlog,#stopbrexit,,2018-11-16 23:23:02+00:00,Can Britain still slam the brakes on Brexit? https://www.channel4.com/news/by/gary-gibbon/blogs/can-britain-still-slam-the-brakes-on-brexit via @garygibbonblog #stopbrexit
22,1063572768556498944,ivanwhite48,,#StopBrexit,,2018-11-16 23:21:22+00:00,#StopBrexit 
23,1063572326875308032,ActivistIndoor,,#StopBrexit #FinalSay,,2018-11-16 23:19:37+00:00,"Believing with every fibre of your being will not bring back the jobs, repair the economic harm, staff the nhs, restart critical scientific projects, heal the division or restore our reputation with the rest of the world. Will it? #StopBrexit #FinalSay"
24,1063571502052851712,ActivistIndoor,,#StopBrexit #FinalSay,,2018-11-16 23:16:20+00:00,"Believing with every fibre of your being will not bring back the jobs, repair the economic harm, staff the nhs, restart critical scientific projects, heal the division or restore our reputation with the rest of the world. Will it? #StopBrexit #FinalSay"
25,1063570870361366530,lyndale2000,,#PeoplesVote #StopBrexit,,2018-11-16 23:13:50+00:00,It's because Remain is the will of the people Nigel. #PeoplesVote #StopBrexit
26,1063570812257660933,ProgBeliever,,#England #UK #London #Britain #British #UnitedKingdom #BollocksToBrexit #BrexitShambles #MarchForTheMany #StopBrexit #PeoplesVote #FBPE,,2018-11-16 23:13:36+00:00,https://thinkprogress.org/what-is-happening-with-brexit-theresa-may-gets-roasted-b056cb21ac95/ #England #UK #London #Britain #British #UnitedKingdom #BollocksToBrexit #BrexitShambles #MarchForTheMany #StopBrexit #PeoplesVote #FBPE
27,1063570526285770752,brexit_talks,,#PeoplesVote #Stopbrexit #BrexitChaos #bbcqt,,2018-11-16 23:12:28+00:00,"This is why Banks, Mogg and Boris want Brexit. It makes them and their mates money. This is why they lie, this is why they cheat, and this is why you shouldn't let them get away with it. #PeoplesVote #Stopbrexit #BrexitChaos #bbcqt"
28,1063570386594553858,richardmills18,,#Stopbrexit #BrexitChaos #PeoplesVotes,,2018-11-16 23:11:55+00:00,That was before he moved his wedge to Ireland #Stopbrexit #BrexitChaos #PeoplesVotes
29,1063570293917171712,MadeleinaKay,@bbcthree,#Dublin #EUsupergirl #StopBrexit,,2018-11-16 23:11:32+00:00,A guy in #Dublin recognised me from the @BBCthree documentary He asked why I wasn't wearing the #EUsupergirl outfit... Clearly my incognito disguise failed I am starting to wonder if I should wear it every day until we #StopBrexit? 
30,1063570235628900352,pressredrentals,,#StopBrexit #PeoplesVote #bollockstobrexit,,2018-11-16 23:11:19+00:00,I know what I voted for. Remain! #StopBrexit #PeoplesVote #bollockstobrexit
31,1063570211209732096,JaneMundon,,#StopBrexit #PeoplesVote,,2018-11-16 23:11:13+00:00,"Bloody good job! One couldn’t find the time, the other couldn’t find the coast! #StopBrexit #PeoplesVote"
32,1063569873706643457,Wembley1988,,#StopBrexit,,2018-11-16 23:09:52+00:00,You are a deluded fool... trade with EU will do very nicely... thank you #StopBrexit
33,1063569864831451137,MQGBZ,@mattwarman,#StopBrexit,,2018-11-16 23:09:50+00:00,"@mattwarman thinks there is a danger the Tory party will turn in on itself. Bloody hell, that’s why we’re in this situation! It’s all because of Tory party infighting over Europe that we had the stupid referendum in first place! Argh. You couldn’t make it up..! #StopBrexit"
34,1063569716780896257,ActivistIndoor,@JonathanLord,#StopBrexit,,2018-11-16 23:09:15+00:00,Thank you to my local MP @JonathanLord for meeting with me and a fellow (now new friend) Remainer tonight. Whilst at opposite ends of the political spectrum we found (a little) common ground during a spirited discussion. The fight to #StopBrexit continues with or without you tho!
35,1063569487738359809,Grey_Wolfcub,@eucopresident,#NoBrexitAtAll #StopBrexit #NoBrexit,,2018-11-16 23:08:20+00:00,#NoBrexitAtAll this is the buzz today and @eucopresident will support that! Let's #StopBrexit #NoBrexit
36,1063569116655771649,AndrewKnight226,,#StopBrexit,,2018-11-16 23:06:52+00:00,"Im not ""superior"". But clearly I've done more to oppose Brexit than Spartacus and his quest to attack Remainers. Are we here to #StopBrexit or piss people off on Twitter? "
37,1063569068224126977,kentonallen,,#stopbrexit,,2018-11-16 23:06:40+00:00,"Emily! I’m at the Garage. Have 60 Marlboro Lights, Rizzla and a bottle of Smirnoff. What else do we need? #stopbrexit @BBC Television Centre https://www.instagram.com/p/BqQlEcyBfCcQ_sXjaDRUxkMiPRZgwmb_6wy5S80/?utm_source=ig_twitter_share&amp;igshid=fox5jacjfiz3"
38,1063568634444955650,RHHassall,,#StopBrexit,,2018-11-16 23:04:57+00:00,"Well of course US Government officials are encouraging the prospect of a free trade deal with the UK, David! They're positively *salivating* at the thought of it!! But naturally you don't say why that would be better for us than staying in the EU!..... #StopBrexit "
39,1063568522796773376,SF140,,#StopBrexit,,2018-11-16 23:04:30+00:00,#StopBrexit 
40,1063568338247434241,celticchickadee,@theresa_may @Number10press,#BrexitSecretary #stopbrexit #poisonedchalice,,2018-11-16 23:03:46+00:00,It’s a damn disgrace that that probably the most important political event of my lifetime is being entrusted to a junior minister no-ones ever heard of @theresa_may @Number10press #BrexitSecretary the job NO-ONE wants #stopbrexit #poisonedchalice
41,1063568287815081989,TerryEnga,,#PeoplesVote #BrexitisFraud #WATON #StopBrexit #Remain #FBPE,,2018-11-16 23:03:34+00:00,Everyone who knows how to trade with the USA knows the Americans’ sign early and litigate later. The USA is littered with British Companies that crashed and burned! Theresa May stop sending boys to a man’s game! #PeoplesVote #BrexitisFraud #WATON #StopBrexit #Remain #FBPE
42,1063568229338161154,LoubinWally,,#fbpe #stopbrexit #PeoplesVoteNow,,2018-11-16 23:03:20+00:00,please stay.. we are fighting!! #fbpe #stopbrexit #PeoplesVoteNow
43,1063568224783077376,LeoJamesWard1,,#StopBrexit #remain #FBPE #BrexitChaos #CorbynOut #indyref2,,2018-11-16 23:03:19+00:00,...and what has YOUR COUNTRY DONE FOR YOU that is so wonderfull? #StopBrexit #remain #FBPE #BrexitChaos #CorbynOut #indyref2
44,1063568190280790017,AndrewKnight226,,#StopBrexit,,2018-11-16 23:03:11+00:00,"Yes. ""Doing loads"" is a good thing. THATS what will #StopBrexit not taking the piss out of every Remainer on Twitter "
45,1063568166394228736,147598,,#stopbrexit #stopausterity #thinkhumanity,,2018-11-16 23:03:05+00:00,My pleasure #stopbrexit #stopausterity #thinkhumanity
46,1063568007987978247,Jetworld,,#StopBrexit,,2018-11-16 23:02:27+00:00,I'd vote for whoever said they're going to #StopBrexit
47,1063567954544070661,tiavioann,,#StopBrexit,,2018-11-16 23:02:15+00:00,"Why do these politicians think that because they think May is committed, stubborn and patriotic that we should support her? It’s a bad deal, regardless of her ‘hard work’! #StopBrexit"
48,1063567440834162689,TheSirFin,,#stopbrexit #peoplesvote,,2018-11-16 23:00:12+00:00,Be Like Steve #stopbrexit #peoplesvote
49,1063567426493779968,ChesterfieldEU,,#StopBrexit,,2018-11-16 23:00:09+00:00,But austerity will get worse if we leave EU. People believed the lies of the Leave campaign. They thought that it would be the easiest deal in history. They thought there would be extra money for NHS. But it was a scam so that a few rich elites could avoid tax. #StopBrexit
50,1063567165499035654,Steve_Lyons_,,#EUAntiTaxAvoidanceDirective #BrexitFraud #InformedConsent #PeoplesVote #OptionToRemain #StopBrexit,,2018-11-16 22:59:07+00:00,I am certain they do #EUAntiTaxAvoidanceDirective #BrexitFraud #InformedConsent #PeoplesVote #OptionToRemain #StopBrexit
51,1063567119160360960,SF140,,#StopBrexit,,2018-11-16 22:58:55+00:00,Just understand that the will of the people might be to #StopBrexit .. BBC News - Brexiteers in plan to shift May on EU deal http://www.bbc.co.uk/news/uk-politics-46243745
52,1063567114655723520,SusanHandley3,,#StopBrexit,,2018-11-16 22:58:54+00:00,#StopBrexit 
53,1063567004769140736,patrickhadfield,,#StopBrexit,,2018-11-16 22:58:28+00:00,Which means it'll be a Brexit for no one - because the non believers don't want Brexit at all! #StopBrexit
54,1063566914046345217,JohnLunt16,,#Peoplesvote #StopBrexit #FinalSay,,2018-11-16 22:58:07+00:00,"Come on EU, get that army together, invade the UK and liberate us from this mad government. #Peoplesvote #StopBrexit #FinalSay"
55,1063566414483779584,TerryEnga,,#Brexit #PeoplesVote #StopBrexit #Remain #FBPE,,2018-11-16 22:56:07+00:00,Good grief. Are you guys incapable of reading the signs! Duh!! It’s time for a Government that will fight to stop #Brexit! Come back when you’ve got a plan! Meanwhile there’s this nice party called the LibDems that’s listening to us! #PeoplesVote #StopBrexit #Remain #FBPE
56,1063566307935825922,brexology_uk,,#StopBrexit,,2018-11-16 22:55:42+00:00,Right. Fuck it. I'm going to go watch 'Life of Brian' and get some sanity back into my life. #StopBrexit
57,1063566129552084992,grumpyoldhector,,#DealOrNoDeal #Wrexshit #PeoplesVote #StopBrexit,,2018-11-16 22:55:00+00:00,"Is Monsieur Corbyn hanging in to do a deal with Theresa ? Now that EU have said no more chatter on withdrawal agreement, will he support her on her #DealOrNoDeal in exchange for an election ? #Wrexshit #PeoplesVote #StopBrexit"
58,1063566102809247745,dbarlon,,#StopBrexit,,2018-11-16 22:54:53+00:00,The 'British Lira'. Let that sink in brexshitters. #StopBrexit 
59,1063566051642941440,SusanHandley3,,#StopBrexit #PeoplesVote,,2018-11-16 22:54:41+00:00,#StopBrexit #PeoplesVote
60,1063564800469463040,AmandaJaneCole,@BorderIrish,#StopBrexit #KickTheToriesOut #IncompetentGreedyToryArses,,2018-11-16 22:49:43+00:00,We have to take joy when it comes lovely @BorderIrish. And that scenario is heart warming. #StopBrexit #KickTheToriesOut on their #IncompetentGreedyToryArses
61,1063564411573547011,needsfixingnow,,#stopbrexit #peoplesvote,,2018-11-16 22:48:10+00:00,You did sir! We applaud you! Thank you so much for what you do for all of us! #stopbrexit #peoplesvote
62,1063564081779613703,TerryEnga,,#BBCSwitchOff #PeoplesVote #BrexitisFraud #WATON #StopBrexit #Remain #ABTV #FBPE #Bracknell,,2018-11-16 22:46:51+00:00,Can’t get my head round how the guys who don’t want a People’s Vote keep on having polls about how we’d vote if there was a People’s Vote! #BBCSwitchOff #PeoplesVote #BrexitisFraud #WATON #StopBrexit #Remain #ABTV #FBPE #Bracknell
63,1063563622239092737,birdingjoan,,#Peoplesvote #STOPBREXIT,,2018-11-16 22:45:02+00:00,When out & about recently #Peoplesvote sticker from March still visible one charity worker pleased to see it Remain so I asked the other Voted Leave just wanted it to be over So I said still in &amp; best way for it to be over was to #STOPBREXIT as I left shop
64,1063563563741208576,jenjeffiner,@Anna_Soubry @JamesMelville @JMPSimor @Andrew_Adonis,#FBPE #StopBrexit,,2018-11-16 22:44:48+00:00,So...Why are we letting ERG dictate the future of our country? They should be in prison for the lies and damage they’ve dealt be. WHAT IS GOING ON? #FBPE @Anna_Soubry @JamesMelville @JMPSimor #StopBrexit @Andrew_Adonis
65,1063563299269353473,Mariot_Leslie,@andywightman @JolyonMaugham @Scotland4pv,#StopBrexit,,2018-11-16 22:43:45+00:00,See end of this excellent blog. Lack of knowledge of EU law at heart of UK Govt ...”diminishes reputation of UK plc ...and enhances standing and reputation of Scottish courts and politicians.” @andywightman @JolyonMaugham @Scotland4pv #StopBrexit 
66,1063563127957200903,Jetworld,,#PeoplesVote #StopBrexit #FBPE,,2018-11-16 22:43:04+00:00,"The only reason the PM and other politicians are still saying ""we must respect the vote"" is so that they can blame ""The People"" for the consequences of leaving. That's not leading, that's abdicating responsibilty when you really do know better #PeoplesVote #StopBrexit #FBPE"
67,1063562438958870528,needsfixingnow,@MrKennethClarke,#PeoplesVoteOptionRemain #StopBrexit,,2018-11-16 22:40:20+00:00,@MrKennethClarke a #PeoplesVoteOptionRemain is the only choice! Just wanted to thank you for your honesty! We really appreciate your support for #StopBrexit 
68,1063562272352714758,johwilcha,,#WeDeserveBetter #PeoplesVote #WATON #FBPE #StopBrexit,,2018-11-16 22:39:40+00:00,"Can any leaver state one leave promise, made pre ref, that looks anywhere close to deliverable, without harming the UK? I've asked over 2000 leave accounts; not one has given a reasoned reply #WeDeserveBetter #PeoplesVote #WATON #FBPE #StopBrexit "
69,1063562225472933889,jenjeffiner,,#FBPE #StopBrexit,,2018-11-16 22:39:29+00:00,Rubbish! Remain with the deal we have now is better than this deal! You all only want it so you don’t have to follow new EU tax laws #FBPE #StopBrexit 
70,1063562136750837767,richardmills18,@jeremycorbyn @UKLabour,#Tories #Incompetent #nasty #Government #opposition #austerity #Brexit #BrexitChaos #Stopbrexit,,2018-11-16 22:39:08+00:00,This bunch of #Tories the most useless #Incompetent and #nasty #Government in living memory but where is the #opposition if it came to a GE how confident would @jeremycorbyn be ? #austerity #Brexit @UKLabour #BrexitChaos #Stopbrexit
71,1063561974716473346,MQGBZ,,#StopBrexit,,2018-11-16 22:38:29+00:00,"Yes, persistent in the face of hopelessness. If only there was a special award for this lack of insight. #StopBrexit "
72,1063561824719839232,Grey_Wolfcub,@FundRazr,#NoBrexit #StopBrexit #crowdfunding,,2018-11-16 22:37:53+00:00,"Another winter coming and ready to bite! Steve is still there, come on, time to appreciate #NoBrexit #StopBrexit Thank you Steve Bray #crowdfunding @fundrazr Support and Retweet https://fundrazr.com/71QTJ7?ref=fb_e7hWBe_tw_5aXnHTFie605aXnHTFie60"
73,1063561709003116544,Sour_and_Grumpy,@UKLabour,#StopBrexit #PeoplesVote,,2018-11-16 22:37:26+00:00,"Pathetic- rather than critique, let's hear some leadership @UKLabour. What are you doing about it? #StopBrexit #PeoplesVote"
74,1063560994201448453,Leonardodawien,,#stopbrexit,,2018-11-16 22:34:35+00:00,"I wished, Britan to remain within the European Community #stopbrexit"
75,1063560818560778240,richardmills18,,#Brexit #Austerity #Stopbrexit,,2018-11-16 22:33:53+00:00,Then oppose #Brexit which will make #Austerity even worse #Stopbrexit
76,1063560565887549440,AvoidDeadEnds,,#thelastleg #StopBrexit,,2018-11-16 22:32:53+00:00,"#thelastleg Stephen Barclay hates badgers, young people in further education, can’t make his mind up about avoiding tax and wants to keep his rich friends from paying more tax. #StopBrexit"
77,1063560384521621510,nicksturley,@peoplesvote_uk,#Brexit #StopBrexit,,2018-11-16 22:32:10+00:00,I know I’m not alone in this but I’m really sick and tired of thinking about #Brexit every day. It’s worse than cancer. We need @peoplesvote_uk to cure it. #StopBrexit
78,1063560265617342464,PaulvonMitchell,,#brexit #stopbrexit,,2018-11-16 22:31:41+00:00,Just as well Sammy wasn't there #brexit #stopbrexit 
79,1063560210491588608,bingaddick,,#PeoplesVote #Stopbrexit #BrexitChaos #FBPE,,2018-11-16 22:31:28+00:00,#PeoplesVote #Stopbrexit #BrexitChaos #FBPE
80,1063559969235238912,Jetworld,,#PeoplesVote #StopBrexit,,2018-11-16 22:30:31+00:00,"It's really not hard to understand, is it? #PeoplesVote #StopBrexit "
81,1063559891644764160,cridheone,,#Brexit #StopBrexit #EU,,2018-11-16 22:30:12+00:00,Cant we just forget about this #Brexit shit and move on UK ?? #StopBrexit #EU
82,1063559534680178688,ChesterfieldEU,,#StopBrexit,,2018-11-16 22:28:47+00:00,"Now over 25000 signatures, over 500 signed in last hour. Please sign and share. #StopBrexit https://petition.parliament.uk/petitions/226509"
83,1063559295806124033,TerryEnga,,#BBCSwitchOff #PeoplesVote #BrexitisFraud #WATON #StopBrexit #Remain #ABTV #FBPE #Bracknell,,2018-11-16 22:27:50+00:00,A patriot! #BBCSwitchOff #PeoplesVote #BrexitisFraud #WATON #StopBrexit #Remain #ABTV #FBPE #Bracknell Anti-Brexit Protestor Has Spent 17 Months Outside Parliament | Time
84,1063559098384465921,Ablooty,@UKLabour @Conservatives @LibDems,#stopbrexit #PeoplesVote #OptionToRemain #NotInMyName,,2018-11-16 22:27:03+00:00,I am old enough to have lived through WW2 and I never thought I would live to see such havoc wrought on our country by our own politicians #stopbrexit #PeoplesVote #OptionToRemain @UKLabour @Conservatives @LibDems #NotInMyName
85,1063558969292136453,gemini2656,,#StopBrexit #PeoplesVote,,2018-11-16 22:26:32+00:00,"Harsh words- and every one so true ! ""Wealthy men are playing with the lives of 60 million people as if Brexit were a game of chess""#StopBrexit #PeoplesVote https://www.scotsman.com/news/opinion/the-men-who-gave-us-brexit-will-never-pay-its-price-joyce-mcmillan-1-4830637"
86,1063558589237858305,DrNickBailey,@BBCkatyaadler,#BBCNews #PeopleVote #StopBrexit,,2018-11-16 22:25:02+00:00,Thanks to @BBCkatyaadler for reminding #BBCNews viewers that remaining in the EU really is still an option very much on the table. #PeopleVote #StopBrexit
87,1063558395016478721,Jenny_Nice,,#StopBrexit,,2018-11-16 22:24:15+00:00,FFS what prevented the uk implementing existing rules for FOM. Blaming the EU was a game played by all governments. #StopBrexit start making unilateral administrative changes. The most successful outsourcing the uk has ever managed was to the EU for trade negotiation. Appreciate
88,1063558305681993729,kiasazand,,#StopBrexit #Remain #BrexitChaos,,2018-11-16 22:23:54+00:00,It's time to fight to #StopBrexit - we will never get a better deal than the one we have now! #Remain #BrexitChaos
89,1063558033085775872,Charlyf_81,,#StopBrexit,,2018-11-16 22:22:49+00:00,Nice work if you can get it #StopBrexit 
90,1063557719746060290,ORourkeGerry,,#UK #UniversalCredit #brexiter #brexit #Stopbrexit,,2018-11-16 22:21:34+00:00,"In a recent study the UN found ""staggering levels of poverty"" in the #UK and are deeply critical of #UniversalCredit the brainchild of vocal #brexiter IDS. #brexit will only make matters worse which is why we must #Stopbrexit"
91,1063557417022119936,nobbyd,@JHowellUK,#StopBrexit,,2018-11-16 22:20:22+00:00,This is what is being said in public about your shambles of a party @JHowellUK @CllrCotton YOU need to act to defend your reputations. Take stock and #StopBrexit 
92,1063557340845215744,StopBrexitMarch,,#StopBrexit,,2018-11-16 22:20:04+00:00,Monday 19th November #StopBrexit 
93,1063557128462495744,londonyc,,#PeoplesVote #StopBrexit #ShoveYourBrexitUpFarage #VoteLeaveBrokeTheLaw,,2018-11-16 22:19:14+00:00,"Scotland’s Highest Court has agreed to refer to the Court of Justice the question whether the United Kingdom can remain in the EU on its present term! >> https://goo.gl/qWXtQV £174,115 | 8 days to go #PeoplesVote #StopBrexit #ShoveYourBrexitUpFarage #VoteLeaveBrokeTheLaw"
94,1063556872169496581,anoncitizenhere,,#Scotland #YES #Tories #StopBrexit #indyref2 #ToriesOut,,2018-11-16 22:18:12+00:00,"It's not a competition on who's been shit on the most, I have always supported #Scotland's #YES campaign &amp; hate the #Tories too. #StopBrexit #indyref2 #ToriesOut"
95,1063556547731734535,brexology_uk,,#StopBrexit,,2018-11-16 22:16:55+00:00,"Just heard some friends (family w/ two kids) are leaving the UK for Germany because of Brexit xenophobia. Wife of the couple asked a parent in school opinion re Brexit. ""I want them all gone."" Wife: ""That's me you are talking about."" Him: ""Not you, the stupid ones."" #StopBrexit"
96,1063556405427429376,timetospeakoutt,,#Petition #BrexitDeal #StopBrexit #Parliament,,2018-11-16 22:16:21+00:00,Petition 'If there is no agreement to leave the EU then Brexit must be stopped' is to be debated in Parliament on Monday next week #Petition #BrexitDeal #StopBrexit #Parliament https://petition.parliament.uk/petitions/219905
97,1063556346883309568,dg_ch47,,#peoplesvote #stopbrexit,,2018-11-16 22:16:07+00:00,Well done Andrew! You were superb this evening! #peoplesvote #stopbrexit
98,1063556142532632576,JAS4PeoplesVote,@Anna_Soubry @BritishInEurope @BrexpatsHOV,#citizensrights #The5Million #StopBrexit #remain #EU #PeoplesVote,,2018-11-16 22:15:18+00:00,".@Anna_Soubry Thank you for defending the #citizensrights of #The5Million. If u don't like WA &amp; don't want 2 crash out, only option is #StopBrexit #remain in #EU. Put the question to a #PeoplesVote &amp; let us decide. @BritishInEurope @BrexpatsHOV"
99,1063556035493982210,Anjela_too,,#StopBrexit,,2018-11-16 22:14:53+00:00,She’s already talking like a grown up which is a lot more than the pack of braying hounds did in the House the other day. It’s time you lot stopped posturing and thought of what we mere mortals actually want. #StopBrexit
100,1063555891025330178,Sour_and_Grumpy,@UKLabour @DanielZeichner @jeremycorbyn @johnmcdonnellMP @Keir_Starmer,#StopBrexit #PeoplesVote #NoBrexitAtAll,,2018-11-16 22:14:18+00:00,Good try @UKLabour but let me help- #StopBrexit is what you should have said. 2/10 for style; 0/10 for effort. You'll not get my vote until you campaign for a #PeoplesVote with #NoBrexitAtAll as an option. @DanielZeichner @jeremycorbyn @johnmcdonnellMP @Keir_Starmer
101,1063555873493127169,OldBexandSid_48,,#StopBrexit,,2018-11-16 22:14:14+00:00,#StopBrexit 
102,1063555683277246464,limousinlad,,#StopBrexit,,2018-11-16 22:13:29+00:00,#StopBrexit first... then you can do what you want when the dust settles down!
103,1063555360152330240,ColleenAvril,,#StopBrexit #PeoplesVote,,2018-11-16 22:12:12+00:00,"What bit of "" the EU will not be allowing any further negotiations"" do they not understand. Stupid is as stupid does #StopBrexit #PeoplesVote"
104,1063555122758934528,meals24,,#stopbrexit,,2018-11-16 22:11:15+00:00,"Government? ‘...unconcerned....’ APPALLING. SO Twitpals, let’s think about what we can DO. Obviously support food banks etc but I’m talking about systemic change. A GE isn’t going to help, as Labour won’t #stopbrexit which will make things worse. We need ideas. "
105,1063554738229313537,AndrewKnight226,@SPD2212,#StopBrexit #PeoplesVote,,2018-11-16 22:09:44+00:00,"Just been blocked by @SPD2212 otherwise known as 'I'm Spartacus'. I've heard several instances of this guy attacking Remainers, but had no idea he was such a dick. He instantly goes full Brexiteer as soon as you even speak to him. Advise block on site. #StopBrexit #PeoplesVote"
106,1063554308682207233,nickreeves9876,,#brexit #PeoplesVote #StopBrexit,,2018-11-16 22:08:01+00:00,"Corbyn mouthpiece Owen Jones tells us we should have a General Election and let Labour negotiate a good #brexit. More lies and more contempt for Labour party members, supporters and the British people who are demanding a #PeoplesVote. https://amp.theguardian.com/commentisfree/2018/nov/16/may-brexit-chaos-labour-force-election?CMP=Share_iOSApp_Other&amp;__twitter_impression=true #StopBrexit"
107,1063554021141725185,DrSkyrme,,#PeoplesVote #nodeal #shitdeal #StopBrexit,,2018-11-16 22:06:53+00:00,"Another delusionist @AmberRuddHR spouting off about ""we must remember who we serve"". Isn't that the public? In which case shouldn't the public get a say in this debacle? There's a solution. A #PeoplesVote with #nodeal, #shitdeal or #StopBrexit put back to the voters."
108,1063553945665249280,VerityKalcev,,#Remainers #stopbrexit #NotBuyingIt #bbcnews,,2018-11-16 22:06:35+00:00,'Pulling together'? @AmberRuddHR . How do you plan to get millions of #Remainers on board? #stopbrexit #NotBuyingIt #bbcnews
